productId,productName,category,manufacturer,price,unit,minOrderQty,stockQty,leadTimeDays,warehouseLocation,weight,dimensions,restrictedStates,applicableProjectTypes,certifications,ecoFriendly,recyclable,sustainableSource,warrantyYears,fireRating,installationDifficulty,description
P2802,Nails,Hardware,BuildCo,216.27,bundle,1,4230,7,DE,107.24,14.9x34.2x29,IL;UT,New Construction;Industrial;Commercial;Renovation,,No,No,No,25,,Moderate,BuildCo Nails - Premium quality hardware product for construction projects.
P2803,Bathtub,Fixtures,EcoConstruct,57.54,ft,50,3930,14,MN,41.6,124.4x21.3x7.2,WI,Commercial;Residential;New Construction,CE Marked,Yes,No,No,10,Class C,Professional Required,EcoConstruct Bathtub - Premium quality fixtures product for construction projects.
P2804,Fiberglass Batt,Insulation,ProBuild,278.65,ft,50,3495,15,VA,132.55,79x33.2x13.1,NM;NE;CA;HI,New Construction;Commercial;Residential;Renovation,Green Guard;LEED Certified,No,No,Yes,25,Class C,Professional Required,ProBuild Fiberglass Batt - Premium quality insulation product for construction projects.
P2805,2x4,Lumber,QualityMaterials,43.26,box,100,1224,22,NC,102.54,72.2x5.1x40,,Renovation;Infrastructure,,No,Yes,No,25,Class C,Professional Required,QualityMaterials 2x4 - Premium quality lumber product for construction projects.
P2806,Exterior Acrylic,Paint,ProBuild,162.8,box,100,3442,21,WI,1.24,34x42.2x39.9,VT;RI,Residential;Industrial;Commercial,LEED Certified;Energy Star,No,Yes,Yes,10,Class A,Easy,ProBuild Exterior Acrylic - Premium quality paint product for construction projects.
P2807,Treated Pine,Lumber,BuildCo,43.06,ft,1,3326,8,MN,38.48,60.2x30.9x17,WV;MN,Residential;Commercial,,Yes,Yes,No,2,,Complex,BuildCo Treated Pine - Premium quality lumber product for construction projects.
P2808,Toilet,Fixtures,EcoConstruct,52.32,sqft,25,2035,17,OK,171.96,137.7x45.1x17.6,KS,New Construction;Residential;Renovation;Industrial,Green Guard,No,No,Yes,2,Class C,Moderate,EcoConstruct Toilet - Premium quality fixtures product for construction projects.
P2809,Asphalt Shingle,Roofing,MegaSupply,229,ea,1,2299,16,NE,45.18,70.3x21.1x26.3,MO,New Construction;Residential,,No,Yes,No,5,,Professional Required,MegaSupply Asphalt Shingle - Premium quality roofing product for construction projects.
P2810,Interior Door,Doors,IndustryLeader,582.69,ft,10,490,28,MI,72.22,115.5x4.6x19,MS;VT;IN;TN,Commercial;New Construction;Infrastructure,UL Listed;CE Marked,No,No,Yes,2,Class C,Complex,IndustryLeader Interior Door - Premium quality doors product for construction projects.
P2811,Epoxy Coating,Paint,IndustryLeader,233.7,ft,10,2586,22,MI,141.45,144.5x34.2x47.9,,Commercial;Industrial,Energy Star;FSC Certified,No,No,Yes,0,Class C,Professional Required,IndustryLeader Epoxy Coating - Premium quality paint product for construction projects.
P2812,Epoxy Coating,Paint,BuildCo,170.85,ft,10,3036,25,MS,90.26,46x40.5x33.4,VT;AZ;GA,Renovation;Infrastructure;Commercial;New Construction,,No,No,No,1,Class C,Easy,BuildCo Epoxy Coating - Premium quality paint product for construction projects.
P2813,Nails,Hardware,ValueBuilders,150.57,ea,25,3374,6,MA,164.81,113.5x12.4x14.2,,Commercial;Infrastructure,LEED Certified;Energy Star,No,Yes,Yes,25,Class B,Complex,ValueBuilders Nails - Premium quality hardware product for construction projects.
P2814,Joint Compound,Drywall,ConstructMax,174.42,sqft,100,4802,3,NE,132.42,85.6x51.3x4.7,NE;MI,Commercial;Industrial;Residential,Energy Star,No,No,Yes,25,,Moderate,ConstructMax Joint Compound - Premium quality drywall product for construction projects.
P2815,Cement Bag,Concrete,TrustedBrand,81.53,sqft,1,729,27,ID,87.12,78.7x20.6x6.8,,Industrial;Renovation;Commercial,,No,No,No,5,Class B,Complex,TrustedBrand Cement Bag - Premium quality concrete product for construction projects.
P2816,Joint Compound,Drywall,ProBuild,176.11,bundle,50,2239,12,MS,120.63,118.3x6.3x24.7,SC;SD;FL;TX,Renovation;Commercial;Industrial;New Construction,LEED Certified,No,Yes,No,1,,Complex,ProBuild Joint Compound - Premium quality drywall product for construction projects.
P2817,Cabinet Hardware,Fixtures,BuildCo,205.53,sqft,10,2152,25,MN,130.21,148.7x9.7x14.3,NY;NE;MT,New Construction;Residential,ASTM Compliant,Yes,No,Yes,10,Class C,Moderate,BuildCo Cabinet Hardware - Premium quality fixtures product for construction projects.
P2818,Wire Cable,Electrical,BuildCo,33.63,box,10,4995,14,MD,32.25,65.8x21x49.7,RI;WY,Infrastructure,,No,No,No,0,,Moderate,BuildCo Wire Cable - Premium quality electrical product for construction projects.
P2819,Rigid Foam Board,Insulation,PremiumPro,90.39,ea,100,2442,3,AK,116.22,86.4x45x25.7,DE;AR,New Construction;Residential;Commercial,CE Marked,No,Yes,Yes,5,Class A,Complex,PremiumPro Rigid Foam Board - Premium quality insulation product for construction projects.
P2820,Thermostat,HVAC,EcoConstruct,2667.39,box,50,1673,7,ID,92.92,18.7x5.6x25.9,,Renovation;Infrastructure,LEED Certified,No,No,No,5,Class C,Easy,EcoConstruct Thermostat - Premium quality hvac product for construction projects.
P2821,Epoxy Coating,Paint,ConstructMax,180.28,ea,25,3596,12,IN,186.74,47.7x44.6x9.9,RI;FL,Residential;Renovation;Infrastructure;New Construction,,No,Yes,Yes,10,,Complex,ConstructMax Epoxy Coating - Premium quality paint product for construction projects.
P2822,EPDM Rubber,Roofing,ProBuild,201.18,box,25,3677,18,IN,180.41,76.9x13.9x33.7,DE;IN;TN;FL,Infrastructure;Industrial;New Construction;Residential,UL Listed,Yes,No,Yes,10,Class B,Professional Required,ProBuild EPDM Rubber - Premium quality roofing product for construction projects.
P2823,Interior Door,Doors,BuildCo,777.09,box,50,2904,7,AR,128.93,67.6x7.3x16.5,NH;HI;AZ;NE,Infrastructure;Renovation,Energy Star,No,No,No,0,Class A,Moderate,BuildCo Interior Door - Premium quality doors product for construction projects.
P2824,Clay Tile,Roofing,BuildCo,249,sqft,1,1602,21,NJ,192.25,108.1x20.8x50.2,,New Construction;Commercial,FSC Certified;Energy Star,Yes,No,Yes,25,,Easy,BuildCo Clay Tile - Premium quality roofing product for construction projects.
P2825,Power Drill,Tools,ProBuild,214.99,box,1,3126,30,SC,119.15,102.8x35.5x9.2,OK;NE,New Construction;Infrastructure;Residential,ASTM Compliant;FSC Certified,No,No,No,5,Class B,Professional Required,ProBuild Power Drill - Premium quality tools product for construction projects.
P2826,Copper Pipe,Plumbing,QualityMaterials,46.78,bundle,1,1869,11,LA,187.96,116.6x13.4x34.9,WA;SD;AR,New Construction;Infrastructure,FSC Certified,No,Yes,Yes,0,Class A,Moderate,QualityMaterials Copper Pipe - Premium quality plumbing product for construction projects.
P2827,Spray Foam,Insulation,ValueBuilders,151.3,ea,1,3554,15,MS,13.33,100.6x44.6x29.3,,Renovation;New Construction,ASTM Compliant,No,Yes,Yes,5,,Moderate,ValueBuilders Spray Foam - Premium quality insulation product for construction projects.
P2828,Fire Rated,Drywall,IndustryLeader,81.35,sqft,25,2308,13,SC,53.98,92.9x46.4x9.7,OH,Infrastructure;New Construction,Green Guard;ASTM Compliant,Yes,No,Yes,2,,Easy,IndustryLeader Fire Rated - Premium quality drywall product for construction projects.
P2829,Concrete Block,Concrete,ConstructMax,88.02,box,1,5016,3,MS,109.71,144.9x10.4x48.8,IN;NE;TX;MD,Renovation;Residential,,No,No,Yes,5,Class A,Professional Required,ConstructMax Concrete Block - Premium quality concrete product for construction projects.
P2830,Junction Box,Electrical,ValueBuilders,68.81,bundle,25,4435,10,IN,65.39,21x36.3x20.9,NC;MD;TN;MA,Renovation;Commercial,,No,No,Yes,2,,Easy,ValueBuilders Junction Box - Premium quality electrical product for construction projects.
P2831,Sliding Door,Doors,TrustedBrand,185.2,ft,50,2282,10,LA,91.33,144.3x38.7x40,UT,Industrial,,No,Yes,No,2,Class B,Professional Required,TrustedBrand Sliding Door - Premium quality doors product for construction projects.
P2832,Grout Mix,Concrete,ConstructMax,42.48,ft,100,5034,26,NY,132.17,48.6x48.8x42.9,WY;IN,New Construction;Infrastructure,,No,No,Yes,1,,Professional Required,ConstructMax Grout Mix - Premium quality concrete product for construction projects.
P2833,Bay Window,Windows,ProBuild,484.95,sqft,25,1594,30,AK,78.73,48.5x41.3x32.1,KS,Industrial;Infrastructure;Renovation;Residential,,No,No,Yes,0,,Moderate,ProBuild Bay Window - Premium quality windows product for construction projects.
P2834,Plywood,Lumber,IndustryLeader,19.59,ea,50,888,4,VT,97.49,155.4x41.1x45.4,NV,Renovation;Industrial,,Yes,No,Yes,1,,Complex,IndustryLeader Plywood - Premium quality lumber product for construction projects.
P2835,Saw,Tools,ConstructMax,284.53,ea,100,2741,12,SD,20.19,148.5x49.1x45.3,NM;NY;ME;AZ,Renovation,Energy Star,No,No,No,0,,Complex,ConstructMax Saw - Premium quality tools product for construction projects.
P2836,Exterior Acrylic,Paint,BuildCo,220.32,ea,100,4365,19,DE,150.8,114x49.6x48.7,AZ;SD;DE;VA,Residential;Infrastructure,Energy Star;UL Listed,No,Yes,No,0,,Easy,BuildCo Exterior Acrylic - Premium quality paint product for construction projects.
P2837,Clay Tile,Roofing,ValueBuilders,250.84,box,100,4870,23,SC,75.15,133.6x20.7x43.5,AZ;SD;IA,Industrial;Renovation;New Construction,FSC Certified,Yes,No,No,2,Class C,Complex,ValueBuilders Clay Tile - Premium quality roofing product for construction projects.
P2838,Conduit,Electrical,IndustryLeader,231.27,bundle,25,1155,19,MT,122.56,73.4x36.5x20.2,AK;ND,Infrastructure;Renovation;New Construction,,No,No,Yes,10,,Complex,IndustryLeader Conduit - Premium quality electrical product for construction projects.
P2839,Wire Cable,Electrical,ConstructMax,99.55,box,1,3021,26,NJ,93.21,96x36.4x9.6,HI,Industrial;New Construction,UL Listed,Yes,Yes,No,10,Class A,Moderate,ConstructMax Wire Cable - Premium quality electrical product for construction projects.
P2840,Interior Door,Doors,IndustryLeader,413.46,ea,10,2404,20,CO,181.63,76x5.8x16.3,HI;MT,Residential;Renovation;Commercial,,No,Yes,No,1,Class B,Moderate,IndustryLeader Interior Door - Premium quality doors product for construction projects.
P2841,2x6,Lumber,ConstructMax,33.96,sqft,50,1913,13,ND,10.31,121.8x43.1x4.9,NY;ID,Industrial;Commercial,ASTM Compliant;Energy Star,No,Yes,No,2,,Professional Required,ConstructMax 2x6 - Premium quality lumber product for construction projects.
P2842,Toilet,Fixtures,ProBuild,283.63,box,10,3544,7,AR,182.73,26x36.3x26.6,CT;IA;MS;CO,Infrastructure;Renovation;Industrial,FSC Certified;Green Guard,No,No,No,10,Class A,Easy,ProBuild Toilet - Premium quality fixtures product for construction projects.
P2843,Picture Window,Windows,ValueBuilders,1012.72,ft,1,3425,2,TX,47.67,120x27.1x21,MS;NV;TN,Industrial;Residential,ASTM Compliant;Green Guard,No,No,Yes,2,,Easy,ValueBuilders Picture Window - Premium quality windows product for construction projects.
P2844,Cabinet Hardware,Fixtures,TrustedBrand,190.18,box,1,480,8,DE,63.57,76.8x22.2x19,,New Construction;Residential,Green Guard;CE Marked,No,Yes,No,2,Class A,Complex,TrustedBrand Cabinet Hardware - Premium quality fixtures product for construction projects.
P2845,Concrete Block,Concrete,TrustedBrand,86.09,ft,50,4130,12,PA,22.11,55.4x15.2x17.9,MN,Renovation;Infrastructure;Industrial;Residential,Green Guard,No,Yes,Yes,25,,Moderate,TrustedBrand Concrete Block - Premium quality concrete product for construction projects.
P2846,Conduit,Electrical,ProBuild,45.78,ea,10,2869,16,AZ,113.59,48.1x13x32.7,WV;AZ;KS,Industrial;Infrastructure,,No,No,Yes,1,Class B,Moderate,ProBuild Conduit - Premium quality electrical product for construction projects.
P2847,Bathtub,Fixtures,ConstructMax,94.35,bundle,10,570,7,NM,200.74,148.6x17.8x34.1,WV;MO;SC;MT,Commercial;Residential;Renovation,,No,No,No,5,Class C,Easy,ConstructMax Bathtub - Premium quality fixtures product for construction projects.
P2848,TPO Membrane,Roofing,BuildCo,125.92,ea,50,4945,27,WV,29.24,17.7x45.4x10,PA;NC;ND,Infrastructure;Renovation;Industrial;Residential,LEED Certified,No,Yes,Yes,0,Class C,Complex,BuildCo TPO Membrane - Premium quality roofing product for construction projects.
P2849,Faucet,Plumbing,BuildCo,278.49,ea,50,3696,2,SD,128.29,75.6x46.6x34.3,KS;SD,Infrastructure;Renovation,,No,No,No,0,,Professional Required,BuildCo Faucet - Premium quality plumbing product for construction projects.
P2850,OSB Board,Lumber,ProBuild,17.86,ea,1,2638,9,TX,121.84,40x47.5x45.4,TN;TX,Infrastructure;Residential,ASTM Compliant;ISO 9001,No,Yes,No,2,Class C,Easy,ProBuild OSB Board - Premium quality lumber product for construction projects.
P2851,Asphalt Shingle,Roofing,ProBuild,88.12,sqft,50,1859,5,RI,42.53,46.4x6.8x41,,New Construction;Industrial;Residential;Commercial;Infrastructure,FSC Certified,No,Yes,No,25,Class B,Moderate,ProBuild Asphalt Shingle - Premium quality roofing product for construction projects.
P2852,Rigid Foam Board,Insulation,ValueBuilders,165.79,ea,100,2246,2,SC,186.59,58.6x45.1x25.1,NM;IL;RI,Renovation;Infrastructure,LEED Certified,No,Yes,Yes,10,,Easy,ValueBuilders Rigid Foam Board - Premium quality insulation product for construction projects.
P2853,Stain,Paint,IndustryLeader,138.12,sqft,25,2914,11,SC,166.67,100.9x46.2x10.2,SD;OR,Renovation;Industrial,,No,Yes,No,25,Class B,Easy,IndustryLeader Stain - Premium quality paint product for construction projects.
P2854,Sink,Fixtures,QualityMaterials,226.73,box,100,2867,2,WA,7.64,134.8x20.4x24.4,,Commercial;Renovation;Infrastructure,,No,Yes,Yes,10,Class B,Easy,QualityMaterials Sink - Premium quality fixtures product for construction projects.
P2855,Bolts,Hardware,PremiumPro,93.14,bundle,10,683,20,NY,5.04,54.2x47.5x24.2,SC,Industrial;Residential,Green Guard;ASTM Compliant,Yes,Yes,No,5,,Easy,PremiumPro Bolts - Premium quality hardware product for construction projects.
P2856,Circuit Breaker,Electrical,ValueBuilders,27.56,box,100,3520,26,FL,23.69,101.4x5.1x25,,Industrial;Renovation,UL Listed;Green Guard,No,Yes,Yes,1,Class A,Moderate,ValueBuilders Circuit Breaker - Premium quality electrical product for construction projects.
P2857,Carpet Tile,Flooring,ValueBuilders,255.52,ft,1,1011,27,MT,71.2,81.7x7x28.6,AZ;IA;MD,Residential;Infrastructure,FSC Certified,No,Yes,No,10,,Professional Required,ValueBuilders Carpet Tile - Premium quality flooring product for construction projects.
P2858,Cellulose,Insulation,QualityMaterials,34.62,sqft,100,4658,20,NH,46.16,64.5x32.3x31.1,UT;NV;LA;MO,Industrial;Commercial,,Yes,No,Yes,10,Class C,Complex,QualityMaterials Cellulose - Premium quality insulation product for construction projects.
P2859,Faucet,Plumbing,ValueBuilders,153.79,bundle,25,2397,14,WA,199.83,108.9x37.3x43,TN,Industrial;Renovation;New Construction,Energy Star;Green Guard,No,No,No,1,Class A,Easy,ValueBuilders Faucet - Premium quality plumbing product for construction projects.
P2860,PEX Tubing,Plumbing,BuildCo,280.25,ea,1,2924,25,NJ,171.3,29.5x33.2x14,,Residential;Commercial;Industrial,FSC Certified;UL Listed,Yes,No,Yes,1,Class B,Moderate,BuildCo PEX Tubing - Premium quality plumbing product for construction projects.
P2861,Standard Sheet,Drywall,BuildCo,86.6,ft,50,4436,14,SC,67.88,24.5x40.3x7.4,IL;WV;MA;MS,Infrastructure;Residential;Commercial,UL Listed,Yes,No,No,10,Class B,Professional Required,BuildCo Standard Sheet - Premium quality drywall product for construction projects.
P2862,Valve,Plumbing,ProBuild,249.52,bundle,10,4505,16,KS,164.22,52.3x4.9x47.2,DE;NE,Infrastructure;Commercial;Residential;New Construction,CE Marked;ISO 9001,No,Yes,Yes,0,,Moderate,ProBuild Valve - Premium quality plumbing product for construction projects.
P2863,Fiberglass Batt,Insulation,PremiumPro,141.51,bundle,100,3377,20,KS,128.75,136.2x33.1x31.6,MO;RI,Residential;Commercial;Infrastructure,ISO 9001,No,No,No,2,Class C,Complex,PremiumPro Fiberglass Batt - Premium quality insulation product for construction projects.
P2864,Cabinet Hardware,Fixtures,ValueBuilders,20.99,sqft,10,2053,20,NE,16.57,82.6x4.1x14.6,NJ,Infrastructure;Residential;New Construction;Industrial,LEED Certified,No,No,Yes,2,Class A,Moderate,ValueBuilders Cabinet Hardware - Premium quality fixtures product for construction projects.
P2865,I-Beam,Steel,ConstructMax,246.86,ea,10,3416,17,WY,43.4,89.2x28.3x31.3,NV;MS;SD,Infrastructure;Commercial,FSC Certified;Energy Star,No,Yes,Yes,10,Class B,Easy,ConstructMax I-Beam - Premium quality steel product for construction projects.
P2866,Steel Plate,Steel,MegaSupply,436.12,sqft,10,1867,11,DE,190.53,112.7x49.8x14.6,DE;VA;IL;NV,Infrastructure;Commercial;Renovation;New Construction;Residential,FSC Certified,No,Yes,Yes,1,Class A,Professional Required,MegaSupply Steel Plate - Premium quality steel product for construction projects.
P2867,4x4,Lumber,IndustryLeader,22.94,box,25,4710,16,WA,141.35,104.1x46.6x38.9,,Residential;Industrial;Commercial,FSC Certified;Green Guard,Yes,Yes,Yes,25,Class B,Moderate,IndustryLeader 4x4 - Premium quality lumber product for construction projects.
P2868,Interior Door,Doors,QualityMaterials,802.65,ft,50,3552,8,NY,181.19,57.9x42.5x51.9,NM;IA;WA,Commercial;Renovation;New Construction;Infrastructure,LEED Certified;CE Marked,No,Yes,No,0,Class A,Moderate,QualityMaterials Interior Door - Premium quality doors product for construction projects.
P2869,Mineral Wool,Insulation,IndustryLeader,273.74,box,1,2962,15,MN,108.22,15.7x42.6x25.7,NV;WY;CT;MD,Commercial;Residential;New Construction;Industrial,,No,Yes,Yes,1,Class A,Moderate,IndustryLeader Mineral Wool - Premium quality insulation product for construction projects.
P2870,PEX Tubing,Plumbing,BuildCo,254.58,box,50,726,30,SD,134.38,150.2x49.9x32.1,,Renovation;New Construction,,No,Yes,Yes,25,Class C,Professional Required,BuildCo PEX Tubing - Premium quality plumbing product for construction projects.
P2871,Valve,Plumbing,TrustedBrand,208.2,ft,100,2192,24,IL,117.92,155.9x48.6x26.5,TX;ID;TN,Industrial;Residential,ASTM Compliant,No,No,No,0,,Professional Required,TrustedBrand Valve - Premium quality plumbing product for construction projects.
P2872,Ceramic Tile,Flooring,ProBuild,186.49,bundle,100,4426,17,WI,76.93,104.4x48.5x10.3,CA,Commercial;Infrastructure;Renovation;New Construction,Green Guard,No,Yes,No,10,,Easy,ProBuild Ceramic Tile - Premium quality flooring product for construction projects.
P2873,Conduit,Electrical,ConstructMax,175.89,sqft,1,4727,11,SC,192.79,142.6x34.2x32,,Residential;Renovation,,No,No,Yes,0,Class B,Professional Required,ConstructMax Conduit - Premium quality electrical product for construction projects.
P2874,Sliding,Windows,IndustryLeader,789.11,sqft,100,3115,28,UT,59.2,111.8x50.7x11.7,,New Construction;Residential,,No,No,No,5,Class A,Moderate,IndustryLeader Sliding - Premium quality windows product for construction projects.
P2875,Bathtub,Fixtures,ValueBuilders,177.42,bundle,100,1246,17,OK,158.06,31.8x12x36.9,NV;HI,Renovation;Commercial;Residential,,Yes,No,Yes,1,Class B,Complex,ValueBuilders Bathtub - Premium quality fixtures product for construction projects.
P2876,Primer,Paint,EcoConstruct,250.13,sqft,1,1632,24,TX,27.02,97.7x46.3x51.4,,Renovation;Residential;Infrastructure,UL Listed;ASTM Compliant,No,No,No,5,Class B,Complex,EcoConstruct Primer - Premium quality paint product for construction projects.
P2877,Angle Iron,Steel,ValueBuilders,266.09,ft,100,3466,3,MN,147.45,137.5x23.4x38.3,AZ,Infrastructure;Residential;Industrial;Commercial,Energy Star;LEED Certified,No,Yes,Yes,25,Class A,Easy,ValueBuilders Angle Iron - Premium quality steel product for construction projects.
P2878,Asphalt Shingle,Roofing,ValueBuilders,281.94,bundle,100,4115,28,WY,38.63,110.5x31x31.7,,Commercial;Renovation,FSC Certified,No,No,No,25,Class C,Complex,ValueBuilders Asphalt Shingle - Premium quality roofing product for construction projects.
P2879,Thermostat,HVAC,PremiumPro,2405.34,box,1,4333,30,OK,158.17,109x13.6x20.5,WI;NY;CO,Infrastructure;Industrial;New Construction;Residential,ISO 9001,No,Yes,Yes,10,Class C,Complex,PremiumPro Thermostat - Premium quality hvac product for construction projects.
P2880,Corner Bead,Drywall,TrustedBrand,44.76,ea,1,3375,22,IN,88.79,61x24.3x25.2,VA;NJ,Commercial;Industrial;Infrastructure,CE Marked;LEED Certified,No,Yes,Yes,10,Class C,Moderate,TrustedBrand Corner Bead - Premium quality drywall product for construction projects.
P2881,Stain,Paint,EcoConstruct,57.77,ft,100,4414,19,RI,129.51,32.2x21.2x24.1,HI;MO;CO,New Construction;Renovation,,No,Yes,No,0,Class B,Moderate,EcoConstruct Stain - Premium quality paint product for construction projects.
P2882,Cement Bag,Concrete,EcoConstruct,82.41,sqft,100,2702,25,MS,196.59,31.8x51.7x9.9,AR,Renovation,CE Marked,No,No,Yes,10,,Complex,EcoConstruct Cement Bag - Premium quality concrete product for construction projects.
P2883,Garage Door,Doors,MegaSupply,772.95,bundle,50,1130,12,VA,139.76,46x18.8x41.4,MI,New Construction;Commercial,CE Marked,No,No,Yes,2,Class B,Easy,MegaSupply Garage Door - Premium quality doors product for construction projects.
P2884,Drain Fitting,Plumbing,BuildCo,155.62,box,100,1324,21,OH,154.5,151.5x4.5x13,DE;ME;NE;RI,New Construction;Commercial;Industrial,,No,Yes,No,5,,Moderate,BuildCo Drain Fitting - Premium quality plumbing product for construction projects.
P2885,Picture Window,Windows,TrustedBrand,308,ea,50,911,24,MN,173.29,82.4x31.7x17.5,MN,Commercial;Infrastructure;Industrial,Energy Star;CE Marked,Yes,No,No,1,,Easy,TrustedBrand Picture Window - Premium quality windows product for construction projects.
P2886,Shower Head,Fixtures,ConstructMax,307.12,bundle,1,214,10,MN,95.69,77.2x37.5x14.6,VA;IN;FL;TX,Commercial;Infrastructure,FSC Certified;Energy Star,No,Yes,No,1,,Moderate,ConstructMax Shower Head - Premium quality fixtures product for construction projects.
P2887,Moisture Resistant,Drywall,TrustedBrand,202.74,ea,50,443,22,LA,101.3,100.4x46.6x25.3,TN;CA;WY;FL,Infrastructure;New Construction;Residential,Green Guard,No,No,Yes,1,Class A,Easy,TrustedBrand Moisture Resistant - Premium quality drywall product for construction projects.
P2888,Clay Tile,Roofing,MegaSupply,259.28,box,25,2389,25,MT,176.28,44.3x4.7x30.3,,Infrastructure;Industrial;New Construction,CE Marked;ASTM Compliant,Yes,No,No,5,,Easy,MegaSupply Clay Tile - Premium quality roofing product for construction projects.
P2889,Clay Tile,Roofing,MegaSupply,47.15,ft,25,2358,19,OH,188.73,68.5x11.6x10,,Renovation;Residential,ISO 9001,Yes,Yes,Yes,2,Class C,Professional Required,MegaSupply Clay Tile - Premium quality roofing product for construction projects.
P2890,Toilet,Fixtures,QualityMaterials,262.32,ft,10,2795,24,MN,173.6,34.5x49.4x17.9,GA;MO,New Construction,Energy Star,No,No,Yes,0,,Professional Required,QualityMaterials Toilet - Premium quality fixtures product for construction projects.
P2891,Bathtub,Fixtures,BuildCo,133.21,ea,1,2130,7,NY,10.37,45.6x51.1x48,,Infrastructure;Industrial;Commercial;Residential,,No,No,No,0,,Professional Required,BuildCo Bathtub - Premium quality fixtures product for construction projects.
P2892,Power Drill,Tools,EcoConstruct,314.56,bundle,100,990,14,WV,170.6,83.1x48.6x19.4,IN;ND,Industrial;Residential;Infrastructure,FSC Certified,No,No,Yes,25,,Professional Required,EcoConstruct Power Drill - Premium quality tools product for construction projects.
P2893,Garage Door,Doors,EcoConstruct,889.56,box,10,4033,12,CT,192.48,25.3x6.2x30.7,HI,Infrastructure;Renovation;New Construction,,No,Yes,No,0,Class C,Moderate,EcoConstruct Garage Door - Premium quality doors product for construction projects.
P2894,I-Beam,Steel,BuildCo,322.06,box,50,2377,30,KS,1.9,79.1x12.7x10.1,WI;IN;OH,New Construction;Residential,,No,No,Yes,5,,Easy,BuildCo I-Beam - Premium quality steel product for construction projects.
P2895,Casement,Windows,PremiumPro,584.38,bundle,1,4201,18,AZ,178.41,47.2x44.9x50.4,MS;WI;NC,Infrastructure;Residential;Commercial;Renovation,CE Marked,No,No,No,1,Class C,Moderate,PremiumPro Casement - Premium quality windows product for construction projects.
P2896,Steel Plate,Steel,PremiumPro,423.41,bundle,25,4366,27,CT,67.17,93.6x15.9x33.4,GA;PA,Industrial;Infrastructure;Commercial,Green Guard;ASTM Compliant,No,Yes,No,0,Class B,Easy,PremiumPro Steel Plate - Premium quality steel product for construction projects.
P2897,Wire Cable,Electrical,MegaSupply,207.43,ea,50,498,30,MN,27.26,149.4x40.8x29.5,IL;WV;TN;DE,Residential;New Construction;Renovation,ASTM Compliant;Energy Star,No,No,Yes,25,,Moderate,MegaSupply Wire Cable - Premium quality electrical product for construction projects.
P2898,Spray Foam,Insulation,ConstructMax,250.37,bundle,1,1807,13,OK,143.81,146.9x40.4x21.9,UT;IN,Renovation,ASTM Compliant;UL Listed,No,Yes,Yes,1,,Professional Required,ConstructMax Spray Foam - Premium quality insulation product for construction projects.
P2899,4x4,Lumber,ConstructMax,51.69,ft,10,3940,29,HI,75.36,79.1x19.5x22.3,,Infrastructure,LEED Certified;Energy Star,No,No,No,0,Class B,Professional Required,ConstructMax 4x4 - Premium quality lumber product for construction projects.
P2900,Drain Fitting,Plumbing,ProBuild,318.93,bundle,25,390,22,OH,112.18,25.7x38.9x51.9,TN;NV;ID;AL,New Construction,,No,No,No,2,Class A,Easy,ProBuild Drain Fitting - Premium quality plumbing product for construction projects.
P2901,Cabinet Hardware,Fixtures,EcoConstruct,147.08,sqft,1,1988,23,ME,48.85,32.5x23.7x19.9,,Residential;Commercial,ISO 9001,No,Yes,Yes,2,,Complex,EcoConstruct Cabinet Hardware - Premium quality fixtures product for construction projects.
P2902,Toilet,Fixtures,PremiumPro,142.1,sqft,100,4966,14,NV,5.4,41.1x18.4x36.6,AZ;VT;MO,Industrial;Commercial,LEED Certified;Green Guard,No,Yes,Yes,5,Class C,Professional Required,PremiumPro Toilet - Premium quality fixtures product for construction projects.
P2903,Double Hung,Windows,ProBuild,676.05,sqft,100,2232,24,UT,117.82,154.4x8.3x42.4,TX;SD;AK,Industrial;New Construction;Renovation,ISO 9001;FSC Certified,Yes,No,No,2,Class B,Complex,ProBuild Double Hung - Premium quality windows product for construction projects.
P2904,Circuit Breaker,Electrical,MegaSupply,205.06,sqft,100,1257,1,IN,45.76,100x41.8x51.1,MN;OR;ME,New Construction;Residential;Industrial,Energy Star,No,Yes,No,5,,Moderate,MegaSupply Circuit Breaker - Premium quality electrical product for construction projects.
P2905,Interior Door,Doors,ConstructMax,839.57,sqft,1,3558,1,OH,161.49,102.8x47.8x16.5,IA;AR,Industrial;Residential;Renovation,LEED Certified,No,Yes,Yes,10,Class A,Easy,ConstructMax Interior Door - Premium quality doors product for construction projects.
P2906,Air Handler,HVAC,QualityMaterials,3169.32,ea,25,4687,8,ID,28.17,152.5x22.7x38.8,,Residential;Commercial,,No,No,Yes,1,Class C,Easy,QualityMaterials Air Handler - Premium quality hvac product for construction projects.
P2907,Cellulose,Insulation,TrustedBrand,63.03,ft,25,4797,24,MT,101.34,98.5x41.5x44.2,,New Construction;Renovation;Commercial,,No,Yes,No,25,Class C,Moderate,TrustedBrand Cellulose - Premium quality insulation product for construction projects.
P2908,2x6,Lumber,PremiumPro,6.65,sqft,1,3498,16,MD,69.58,151.1x32.9x30.1,LA;ID;IA;CO,Industrial;Renovation;Residential;Commercial,,Yes,Yes,Yes,10,Class A,Moderate,PremiumPro 2x6 - Premium quality lumber product for construction projects.
